year,spring1,spring1.sd,y_mean_temp,y_mean_temp.sd
1831,7.26214285714286,4.91395545371122,8.81202380952381,7.05617302668797
1832,5.81464285714286,4.68104015201343,7.80261904761905,6.73218794328628
1833,7.29285714285714,5.97305049996501,8.47,6.93096161550925
1834,6.6115625,5.8598723477096,9.88104166666667,7.31162642705246
1835,6.43361111111111,4.24559815928907,8.3562037037037,7.19620405096769
1836,6.365,3.96704676050081,8.51342592592593,6.4302980501026
1837,4.11916666666667,4.63560467623003,7.71462962962963,6.94115485367279
1838,4.4375,6.02962371486456,6.93361111111111,8.17061048043859
1839,4.72138888888889,4.92608401574301,8.51731481481482,7.07903467816988
1840,5.53194444444444,5.86480291689058,7.57935185185185,7.43740537024831
1841,7.03111111111111,7.4949406850899,8.97453703703704,7.1510201068595
1842,6.39611111111111,5.55722092816584,8.33296296296296,7.92376317885027
1843,6.5625,4.16021865840178,8.75801886792453,5.93926842052699
1844,6.08027777777778,5.76634743817764,8.02675925925926,7.08283799563024
1845,2.62305555555556,7.6570023300597,7.81261682242991,7.98844322525425
1846,8.07111111111111,3.83524018825253,10.022037037037,7.74060102465658
1847,5.57888888888889,6.51685058807562,7.92925925925926,7.64208254433302
1848,8.02861111111111,4.35567751185755,8.62194444444445,7.59346305914038
1849,6.79575,4.65293670018166,8.24406779661017,6.66908984644679
1850,6.28783783783784,4.26310341778742,7.84698275862069,7.04798277891441
1851,5.8279347826087,3.92047164073531,8.23442028985507,6.31079462141046
1852,5.58282608695652,5.06557641862586,9.51358695652174,6.39189388605544
1853,3.7478125,5.88419885941198,7.67183673469388,7.71659963490862
1854,6.35543689320388,5.13449078688299,8.63463022508039,6.60703157505647
1855,3.65223214285714,6.27898923262829,7.26601190476191,8.18807207748726
1856,6.27725,4.11388220878176,8.58386111111111,6.35499354751936
1857,6.22024193548387,4.93285459065398,9.40653225806452,7.25649318425839
1858,4.765,5.5043674455481,8.16424731182796,7.94530414285693
1859,7.8308064516129,3.84669398690631,9.78102150537634,7.10641527334789
1860,5.40427419354839,5.75785828144869,7.91436657681941,6.64496556559633
1861,6.66959349593496,2.97578103768064,8.82700808625337,7.14502298503589
1862,8.20952755905512,5.39353917705186,9.34691906005222,6.423568833309
1863,7.41848484848485,4.03283668558412,9.64649746192893,5.6083924223976
1864,5.57933823529412,4.2700207653595,7.24495098039216,7.09146893759839
1865,6.03755555555556,8.26806926393543,9.15285359801489,7.78339420939295
1866,6.74381944444444,3.29931016238112,9.34862790697674,5.60480652252425
1867,6.85608108108108,3.9187094632451,8.530589569161,6.44116548719534
1868,8.2321768707483,5.33091211669258,10.0405855855856,6.95267859254034
1869,7.84880794701987,4.54202171243193,8.82654945054945,6.38106516915741
1870,4.89193103448276,6.454676200734,7.69220417633411,7.58388159282758
1871,5.858125,3.87191811914762,7.29579166666667,7.51714792603504
1872,7.65197604790419,4.1095720234947,9.86470119521912,5.84394503936445
1873,5.59772727272727,3.78987108028688,9.10122840690979,6.24110662860787
1874,6.15664670658683,3.94780701832675,8.75082164328657,6.77982000968369
1875,5.04573170731707,6.4579587138401,8.38270875763747,7.6419639394425
1876,6.2852380952381,3.37210926588316,8.79942115768463,6.73550671176798
1877,5.80470930232558,3.35401137634646,8.94537109375,5.98145017881681
1878,7.46022727272727,4.47036718907908,9.06785714285714,6.46074942699848
1879,5.12593137254902,4.02126657193448,7.15091803278689,7.81754488460584
1880,6.69601851851852,4.34404365043271,8.89344135802469,6.5493548446115
1881,5.26933618843683,4.66258265623461,7.57014255167498,7.14785325211414
1882,7.06376842105263,3.91419513217672,8.57203484320558,5.75137593495927
1883,5.11458506224066,5.30372656949191,8.13309868875086,6.65227247897971
1884,6.796125,3.90232214805257,8.82725190839695,6.01837603358555
1885,6.441125,3.60004963793777,7.96968033356498,6.5538647387004
1886,4.98838114754098,6.28435141707387,8.20152692569871,7.09008352797199
1887,4.51825335892514,4.58956708000217,7.12381103360812,7.27347130988644
1888,4.19585501858736,5.68207742203197,7.00322441430333,6.74297600300646
1889,5.30227027027027,7.15109748203591,7.54606606606607,7.73245675445876
1890,5.64557168784029,5.93323428508176,7.43474158653846,7.07241092734612
1891,5.0764631956912,5.05600763329542,7.5687745389649,6.88581939462883
1892,5.22244604316547,5.05794023407729,7.63771856287425,7.14336219799516
1893,6.95749555950266,4.31112814968692,8.05528681253696,7.47618078524498
1894,7.00709281961471,4.13738513363223,8.2588850174216,6.12538390497159
1895,3.92887372013652,7.43466423139598,7.42525269733106,8.11488572962416
1896,5.52516891891892,4.2169679773919,7.65608548931384,6.6091037618708
1897,6.16845378151261,3.74536067173943,8.028170189099,6.65167680166034
1898,5.76629449838188,4.2032253214356,8.60308934337998,5.71875753624012
1899,5.88859477124183,3.89250814077868,8.28009698275862,6.38507491434112
1900,4.939186228482,4.42626358999167,8.46490349504434,6.43211502612995
1901,4.80294642857143,6.56694395099776,7.69293737574553,7.7083484271887
1902,4.78414156626506,4.30751199578191,7.24924547283702,6.28724158738653
1903,6.74217008797654,3.91511517774659,8.43641150658216,6.04643253774542
1904,6.42848137535817,4.77188739511991,8.41699951992319,6.57386716944289
1905,6.04872126436782,4.29516418090155,8.01465004793864,6.99750800776404
1906,5.97281976744186,5.28625177518458,8.3492114175133,6.64899080386484
1907,5.09977496483826,5.55416011627097,7.86638317757009,6.39866896827682
1908,5.57011283497884,5.02705128480093,7.50540883458647,6.98870853845033
1909,4.54281073446328,5.54099724818909,7.37983490566038,6.68158152579187
1910,6.45489884393064,4.21700099417017,8.42080327080327,5.88255565211744
1911,6.46525641025641,4.73920741067304,9.1105912961211,6.92023608473521
1912,6.90840169731259,3.88236666925704,7.92533866415804,5.96183110071796
1913,6.93001394700139,4.32010204783589,8.57701298701299,5.48536824312719
1914,7.18874115983027,3.78001101285029,8.55286453433678,6.33843084886754
1915,5.79472103004292,5.14976117350381,7.99189343482398,6.47736006890326
1916,6.62276988636364,4.87884752772112,8.48239223117006,5.44277131891172
1917,4.01815340909091,7.21542172487202,7.55500474383302,8.33897815491959
1918,7.17916901408451,4.98584006382644,8.53425969173284,5.78033206333643
1919,4.95345403899721,4.70137619455307,7.35858333333333,6.50463400800117
1920,8.06069637883008,4.36326523091693,8.64644681839294,6.00028349385096
1921,7.11525238744884,4.89705985147678,8.98323702031603,6.65277978084046
1922,5.37055702917772,5.56618921452634,7.19586083853702,6.66692225040806
1923,6.16457025920873,4.13999521356598,8.03025477707007,6.34311964249173
1924,5.00227080394922,6.21508660233985,7.57798604651163,7.04727290269728
1925,6.71166002656043,5.12747867213512,8.25730376940133,6.42986672964616
1926,7.24003787878788,3.46885884223286,8.71761625471303,5.9124510789074
1927,6.21864123957092,4.08479967273355,8.04583366180528,6.45721901976123
1928,5.78957497048406,3.59332906468736,8.37261229314421,6.06640042393076
1929,2.72100584795322,8.15027790326404,7.40411193159736,8.4729879708326
1930,6.04683146067416,4.70501948951961,8.79261080074488,6.27696731139121
1931,5.04408163265306,6.57222905592182,7.56948996939816,6.87705650219177
1932,4.56750762970499,5.84766532987976,8.31101016949153,7.1306898738629
1933,5.99207452165156,4.39137005663149,7.6583199195171,7.36528705704486
1934,7.17189136760427,5.18563677375813,9.50263056092843,6.41347903225713
1935,5.61845204178538,3.93311008248425,8.42730769230769,6.69543815496355
1936,6.03424865831843,4.58436765378008,8.39724545716758,6.02220343532342
1937,6.98384615384615,5.22265694643652,8.63641304347826,6.82370283915897
1938,5.89174615384615,3.91483266672941,8.59140485312899,6.43915037927169
1939,5.59455755677369,4.32260585473707,8.24379706275033,6.50614228208259
1940,4.74443457189015,6.30598439988371,6.67092344753747,8.19424762993188
1941,4.45637279596977,3.75737235317478,7.17534040178571,7.13472107894387
1942,3.98905349794239,6.73050060508087,7.29932343234323,8.28284655160447
1943,7.59353377265239,3.99435012570547,8.81292137931034,6.43858007211888
1944,4.97596624472574,5.5467771655742,8.25425028506271,6.89642240242992
1945,7.3376660988075,4.1851019907886,7.79648085585586,7.32407630306747
1946,7.59798591549296,4.83439787862817,8.28920426579163,7.02324270274524
1947,5.22077097505669,8.06942277824027,8.67042455118874,8.73257191044446
1948,7.43477545857053,5.09181255467582,9.01837559266131,5.96998662382017
1949,6.52173615077099,5.01341881195438,9.12313036981696,6.3715079919983
1950,7.06885683179096,4.33352656679186,8.60130395683453,7.02577481528181
1951,5.76667679837893,4.23712531290756,8.72726264493362,6.03834733787771
1952,6.27622113022113,5.43679941928264,8.0629538308787,7.01473855276217
1953,6.73068850902184,5.14361894197723,8.88431567328918,6.4296617234946
1954,4.74413744075829,5.70147232863143,7.67973327020202,6.76558576370166
1955,4.00035731300619,5.07605598306316,7.51727818124408,6.78342990307529
1956,2.78588592800374,8.15139220911109,6.80128896508728,7.50842573987603
1957,6.8421328344247,2.58218513152611,8.53108255451713,5.8486665050461
1958,5.0561973135711,5.41534293903285,8.20766071977853,6.62254382954714
1959,7.03912418906395,4.84614412318096,8.97921320580068,6.6529782209208
1960,6.26359832635983,4.76411141322839,8.36238132055049,6.04468331683423
1961,7.79529080675422,3.0518045618711,8.93325050789186,6.17269978456926
1962,4.57422148603881,4.69478353046127,7.13084862745098,6.56706707901075
1963,4.27896535358329,6.83301365885814,7.08525303484156,8.42673608101082
1964,5.86884742560227,5.7183153901799,8.12867117471301,7.20866000673539
1965,4.56072497661366,5.17349112082916,7.45834816549571,6.1674366917885
1966,7.18598399246704,4.35262896629786,8.50534974905897,6.46767079351931
1967,6.745556621881,3.89370332898787,8.8371054313099,6.30313317847085
1968,6.24387004300048,4.22539208430246,8.10602774677085,6.63665993162478
1969,4.76939610080837,5.95625820179379,7.78404107424961,7.5440454789345
1970,4.25813432835821,4.99766087783038,7.74724480297859,7.03324120896224
1971,6.12847338935574,5.68337873026937,8.38198911353033,6.65160470242468
1972,6.46187123668365,3.61912590383186,7.78823048441839,6.12239689783937
1973,5.57561121323529,4.66534795425728,8.17307243707796,6.83176992143121
1974,6.94621860465116,3.26603672440802,8.77630981976383,5.07784729544917
1975,5.87888007466169,4.18538237631139,8.85476729754887,6.46625013549057
1976,5.49033195020747,5.1759944300533,8.5051188832643,7.06096585227067
1977,6.66072911859714,3.45976217618871,8.65329357087529,5.59941030388629
1978,5.38410863509749,4.84031533572664,7.74091387041905,6.0121131193676
1979,5.22026703499079,5.18009187565442,7.7474464504284,6.78147197326218
1980,5.61443681318681,3.66280825576464,7.61368075690523,6.37061353099654
1981,6.77703755215577,5.09215244254582,8.15884372594303,6.81710803773939
1982,5.70013388734995,4.78844173553184,8.83217846153846,7.01338729699096
1983,5.61379926672777,5.06498040504353,8.97476699770818,6.98101168344092
1984,4.7183295194508,4.53877248591654,7.92561360502528,6.0848926799892
1985,5.16301204819277,6.16345419043363,7.39510723653757,7.44338709686914
1986,4.24262257169288,7.45740145617029,7.91043598829148,7.20980520784026
1987,4.5153025404157,5.08496642222678,7.45667588750576,7.16282158972705
1988,6.69777216352779,5.15618257955,9.03661223866931,5.94751775352755
1989,7.75702789208962,4.10512247122985,9.38718887707035,5.95175832099931
1990,8.38277904328018,3.5770805057084,9.39450030376671,5.76965316451227
1991,5.12609589041096,4.75734136915071,8.31814163352707,6.84688731616612
1992,7.39723235156615,4.75217868480854,9.27600745110214,6.681002253081
1993,6.91697567691602,6.10402493962758,8.45898364664527,6.35352189963026
1994,6.7339185520362,4.71993637624574,9.71537789822343,6.35720519316572
1995,7.07573214285714,3.90055063045743,8.87330068269516,6.90622378506485
1996,4.60927964205817,5.52175623474508,7.23314690529456,7.18498569388176
1997,7.21963849977406,3.62808632167213,8.81925583510155,6.6640347038111
1998,7.89156437471158,4.22802460465922,8.97697382519516,6.13140047966929
1999,7.03667428049338,5.21851591971992,9.39268110416349,6.6149929690673
2000,8.34738061465721,4.52493897200624,9.83140715289708,5.83727159004852
2001,7.10060229885058,4.87450729758393,9.06394385432473,6.69827972332967
2002,7.96873488372093,3.72195684475925,9.52054798810083,6.29639552684297
2003,6.49910541586074,5.97483114254416,9.32208651813303,7.70514647032379
2004,6.75660103626943,4.04890795476094,8.88614411069862,6.36943565905492
2005,6.11699950811608,5.49471601478812,8.96293876210803,6.67763281651589
2006,5.58745897563401,5.50724891435456,9.56305755395683,7.52574241249037
2007,8.92057826520439,4.32382004887675,9.77767691798942,5.76626962870342
2008,7.44834645669291,4.55939973785143,9.3888676761027,6.04097055687841
2009,7.48139234211835,5.58004704510572,9.13123803235391,7.02040674975029
2010,5.65157248157248,4.46053502926779,7.81854745846356,7.65028510388923
2011,7.778426521524,5.34552475896262,9.57398572377158,6.21055151803678
2012,6.52727822580645,6.22032804112394,9.01169734842087,6.69711458947828
2013,4.74024527337762,5.4671108984364,8.61855188921183,6.98991197104405
2014,8.52743345052737,3.45701600964194,10.2643807608513,5.62674030719069
2015,6.6024248599083,4.57521565573321,9.86855376799323,6.1923122009883
2016,7.12540010065425,4.28842993385024,9.47645550527903,6.6346874047253
2017,7.86019578313253,4.20627852351703,9.5051706256273,6.65990280082023
2018,7.11058705469142,7.35695408441386,10.3551519731318,7.36549308376962
2019,7.6458811579482,3.0867204173777,10.1346399456522,6.44168269710795
2020,8.13685992816829,3.34665374131396,10.3238049778384,5.84251480779176
